image;caption;opinion;knowledge_level;gender
Uluru_Ayers_Rock;The worlds largest stone in australia;2;1;0
Uluru_Ayers_Rock;The worlds largest stone in Australia;2;1;0
Rihanna;Rihanna a famous american singer with numerous famous hits such as the song umbrella;2;1;0
Uluru_Ayers_Rock;The worlds largest rock located in Australia;2;1;0
Li_Zi_Qi;A famous youtuber who use her local village resources to make various food dishes;1;1;0
Helix_Bridge;The helix bridge located in Singapore in the marina area;1;2;0
Taj_Mahal;Taj Mahal located in India one of the 7 wonders of the world it is made of marble;1;1;0
Tokyo_Tower;Eiffel tower located in France Paris one of the worlds most famous landmark;0;0;0
Itsukushima_Shrine;A building located in Japan which survived an tsunami and earthquake;2;0;0
Helix_Bridge;Helix bridge located in Singapore marina area;1;2;0
Taj_Mahal;Taj Mahal located in India, One of the seven wonders of the world and it is made up of marble;1;1;0
Leonardo_Dicaprio;Leonardo Di Carpio a famous actor who is casted in several famous movie such as Titanic winning the Oscar award;1;1;0
James_Harden;James harden a nba basketball player from the USA. A brand ambassador for adidas;0;2;0
Paul_Pogba;Paul Pogba a famous french soccer player who is currently playing for EPL club Manchester United;1;1;0
Helix_Bridge;Helix bridge located in Singapore in Marina Area;1;2;0
Taj_Mahal;Taj Mahal one of the seven wonders of the world located in India and is made up of marble;1;1;0
Li_Zi_Qi;A famous youtuber who make dishes from the raw ingredients in her village in China;1;1;0
Paul_Pogba;Paul pogba a famous french footballer who won the world cup and is currently playing for Manchester United in the EPL;1;1;0
Itsukushima_Shrine;A building in japan that survived the Tsunami and earthquake. It is a popular tourist attraction;2;0;0
Itsukushima_Shrine;A building in Japan which survived through earthquake and tsunami and is a famous attraction;2;0;0
Rihanna;Rihanna a famous singer in the USA who has many various famous hits such as Umbrella;2;1;0
James_Harden;James harden a nba basketball player from the USA. A brand ambassador for adidas;0;2;0
Leonardo_Dicaprio;Leonado di carpio a famous actor starred in many famous films. One of the more famous film is titanic.;1;1;0
Rihanna;Rihanna is a famous singer;1;1;0
Uluru_Ayers_Rock;People are taking photos in front of a huge rock;2;0;0
Rihanna;Rihanna is a famous singer;1;1;0
Helix_Bridge;The Double Helix Bridge is in Singapore;1;2;0
Uluru_Ayers_Rock;This is a huge red rock;2;0;0
Rihanna;Rihanna is a famous singer;1;1;0
James_Harden;A famous man trying on shoes;2;0;0
Helix_Bridge;The Double Helix Bridge is a famous landmark in Singapore;1;2;0
Uluru_Ayers_Rock;This famous landmark has a lot of tourists;2;0;0
Itsukushima_Shrine;This famous landmark that has some Chinese origin;2;0;0
Leonardo_Dicaprio;Leonardo Di Caprio has just won an Oscar;1;1;0
Itsukushima_Shrine;This chinese looking landmark is interesting;2;0;0
Tokyo_Tower;This landmark resembles the Eiffel Tower;1;0;0
Itsukushima_Shrine;This landmark has some Chinese origin;2;0;0
Tokyo_Tower;This looks like the Eiffel Tower;1;0;0
Taj_Mahal;The Taj Mahal is in India;1;0;0
Leonardo_Dicaprio;Leonardo di Caprio has won the Oscars;1;1;0
James_Harden;This famous athlete is trying on shoes;2;0;0
James_Harden;This athlete is trying on shoes by Adidas;2;0;0
Helix_Bridge;This is the Double Helix Bridge, a famous landmark in Singapore;1;2;0
Li_Zi_Qi;A lady is cutting something;2;0;0
Tokyo_Tower;This looks like the Eiffel Tower;1;0;0
Leonardo_Dicaprio;Leonardo di Caprio has acted in many famous movies;1;1;0
Li_Zi_Qi;This looks like a famous actress;2;0;0
Taj_Mahal;This is the Taj Mahal, a famous landmark in India;1;0;0
Paul_Pogba;Paul Pogba is a French footballer;1;1;0
Taj_Mahal;The Taj Mahal is very majestic;1;0;0
Li_Zi_Qi;This is a famous actress;2;0;0
Paul_Pogba;Paul Pogba recently won the World Cup;1;1;0
Paul_Pogba;Paul Pogba is a French footballer playing in Manchester United;1;1;0
James_Harden;Black man opening up many boxes of Adidas shoes;1;1;1
Tokyo_Tower;Tokyo Tower on a sunny day;1;1;1
Helix_Bridge;Helix Bridge along Marina Bay;1;2;1
Itsukushima_Shrine;Tori gate somewhere in Japan;1;0;1
Rihanna;Rihanna giving a speech about her brand Fenty Beauty;0;2;1
Paul_Pogba;Black man in a soccer field;2;0;1
Taj_Mahal;Taj Mahal in India, New Delhi;1;0;1
Leonardo_Dicaprio;Leonardo DiCaprio earning his Oscars Award;1;0;1
Taj_Mahal;Taj Mahal palace in India;1;0;1
Rihanna;Singer Rihanna introduces her beauty brand, Fenty Beauty;0;2;1
Helix_Bridge;Helix Bridge along Marina Bay;1;2;1
Paul_Pogba;Black man in a soccer field;2;0;1
Itsukushima_Shrine;Japanese peace gate in Japan;1;0;1
Rihanna;Rihanna introducing her new brand, Fenty Beauty;0;2;1
Taj_Mahal;Indian tourist spot, Taj Mahal;1;0;1
Tokyo_Tower;Tokyo Tower in Japan;1;1;1
Li_Zi_Qi;A girl shaving a bamboo pole;2;0;1
Itsukushima_Shrine;Japanese Tori gate in Japan;1;0;1
James_Harden;Black man opening up many boxes of Adidas shoes;1;1;1
Paul_Pogba;Black man in a soccer field;2;0;1
Tokyo_Tower;Tokyo Tower in Japan, Tokyo;1;1;1
Leonardo_Dicaprio;Titanic Actor Leonardo DiCaprio wins an Oscar;1;0;1
Leonardo_Dicaprio;Titanic Actor wins Oscar;1;0;1
Li_Zi_Qi;Asian girl makes tools from bamboo poles;2;0;1
Uluru_Ayers_Rock;Tourist destination of plateau;2;0;1
Uluru_Ayers_Rock;Tourist destination of plateau;2;0;1
Uluru_Ayers_Rock;Tourist destination of plateau;2;0;1
James_Harden;man flexes his Adidas collection;1;1;1
Helix_Bridge;Helix Bridge along Marina Bay;1;2;1
Li_Zi_Qi;Asian girl shaving a bamboo pole;2;0;1
Leonardo_Dicaprio;Leonardo DiCaprio receiving the emmy awards and giving a speech.;1;1;1
Taj_Mahal;The Taj Mahal with pristine landscape.;2;1;1
Helix_Bridge;The Helix bridge in singapore lighted up at night.;1;2;1
Tokyo_Tower;"The Eiffel Towel wih a building underneath it with a sign showing ""60th"".";2;0;1
Paul_Pogba;A guy wearing a hoodie bending over at a field.;2;0;1
Tokyo_Tower;"The Eiffel Towel with a building underneath it with a sign showing ""60th"".";2;0;1
Itsukushima_Shrine;A shinto shrine gate partially submerged in water.;2;0;1
Rihanna;A woman giving a speech and behind are cosmetic products.;2;0;1
Paul_Pogba;A guy wearing a hoodie bending over at a field.;2;0;1
Taj_Mahal;The Taj Mahal and a pond in front of it.;2;1;1
Li_Zi_Qi;An Asian girl sing a knife to cut bamboo.;2;0;1
Rihanna;A woman giving a speech and behind are cosmetic products.;2;0;1
Leonardo_Dicaprio;Leonardo DiCaprio receiving the emmy awards and giving a speech.;1;1;1
Helix_Bridge;The Singapore Helix bridge lighted up at night.;1;2;1
Taj_Mahal;The Taj Mahal with pristine landscape.;2;1;1
Itsukushima_Shrine;A shinto shrine gate partially submerged in water.;2;0;1
Rihanna;A woman giving a speech probably about the cosmetic products behind.;2;0;1
Uluru_Ayers_Rock;Tourists gathering around  huge landscape rock.;2;0;1
Helix_Bridge;The Helix bridge in singapore lighted up at night.;1;2;1
Itsukushima_Shrine;A shinto shrine gate partially submerged in water.;2;0;1
Li_Zi_Qi;An Asian girl using a knife to cut bamboo.;2;0;1
Uluru_Ayers_Rock;Tourists gathering around a huge landscape rock.;2;0;1
Paul_Pogba;A guy wearing a hoodie squatting at a field.;2;0;1
Leonardo_Dicaprio;Leonardo DiCaprio receiving the emmy awards and giving a speech.;1;1;1
James_Harden;A man sitting on a sunchair trying out adidas shoes.;2;0;1
Li_Zi_Qi;An Asian girl using a knife to cut bamboo.;2;0;1
James_Harden;A man sitting on a sunchair trying out adidas shoes.;2;0;1
Uluru_Ayers_Rock;A huge landscape rock with tourists all around.;2;0;1
James_Harden;A man sitting on a sun chair trying out adidas shoes.;2;0;1
Tokyo_Tower;The Eiffel Towel with a building underneath it.;2;0;1
James_Harden;A man is giving out his adidas shoes for donation.;2;0;0
Li_Zi_Qi;A beautiful chinese lady is skinning a stem.;2;0;0
James_Harden;A man is selling his adidas shoes.;2;0;0
Li_Zi_Qi;A beautiful lady is cutting a stem.;2;0;0
Itsukushima_Shrine;A stand in the middle of lake;2;0;0
Helix_Bridge;Helix bridge in the United States of America;1;1;0
Uluru_Ayers_Rock;Plateau in the background and it is a famous place with many tourists.;2;0;0
Tokyo_Tower;A tall tower and there are buildings below it.;2;0;0
Uluru_Ayers_Rock;Brown plateau and many tourists in the photo;2;0;0
Leonardo_Dicaprio;Oscar awardee and he is giving a speech;2;0;0
James_Harden;A basketball player donating his shoes;2;0;0
Itsukushima_Shrine;A stand in the middle of the lake;2;0;0
Paul_Pogba;A black man in the field looking at the camera man;2;0;0
Itsukushima_Shrine;A temple in the middle of the lake;2;0;0
Rihanna;A lady promoting her products;2;0;0
Taj_Mahal;A white palace and a fountain at the front of it;2;0;0
Uluru_Ayers_Rock;A brown plateau in the background and it is sunset;2;0;0
Rihanna;Someone giving a talk;2;0;0
Tokyo_Tower;A huge and tall tower and there are buildings under it;2;0;0
Li_Zi_Qi;A beautiful chinese lady doing artcraft;2;0;0
Rihanna;An entrepreneur giving a pitch for her products;2;0;0
Helix_Bridge;A bridge that is helix in shape and is taken at night;1;1;0
Leonardo_Dicaprio;An Oscar award and someone is giving his speech;2;0;0
Taj_Mahal;A white palace and fountain;2;0;0
Tokyo_Tower;A tall tower and buildings under it;2;0;0
Helix_Bridge;A helix bridge and it is colourful;1;1;0
Taj_Mahal;A white palace and fountain;2;0;0
Leonardo_Dicaprio;An awardee giving his speech at Oscar award ceremony;2;0;0
Paul_Pogba;A man in the middle of soccer field;2;0;0
Paul_Pogba;a man in the middle of soccer field;2;0;0
Uluru_Ayers_Rock;A red rock with many tourists.;2;0;0
Tokyo_Tower;A deserted Eiffel tower in Paris;0;0;0
Tokyo_Tower;Eiffel Tower in Paris;0;0;0
Taj_Mahal;A beautiful symmetrical mosque.;1;0;0
Rihanna;A lady is standing in front of her products.;2;0;0
Li_Zi_Qi;A lady is shaving the bamboo stick.;2;0;0
Rihanna;a woman is launching her products.;2;0;0
Itsukushima_Shrine;a mysterious looking gate in the middle of the river;2;0;0
James_Harden;a man is trying out his various type of Adidas footwear.;2;0;0
Li_Zi_Qi;a woman is shaving the bamboo poles with a knife.;2;0;0
Paul_Pogba;Pogba is squatting on the field with using an additional hand for support.;1;1;0
Li_Zi_Qi;a lady is shaving the bamboo poles with a knife.;2;0;0
Helix_Bridge;a light installation of a bridge over the water.;1;1;0
Rihanna;a lady is doing her products launch.;2;0;0
Uluru_Ayers_Rock;a red rock surrounded by tourists.;2;0;0
James_Harden;a happily looking man is trying out various Adidas shoes.;2;0;0
Paul_Pogba;Pogba squatting on the field with a supporting hand.;1;1;0
Itsukushima_Shrine;a weird red gate standing in the middle of the river.;2;0;0
Taj_Mahal;a symmetrical mosque;1;0;0
Paul_Pogba;Pogba is squatting down on the field using his hand as a support.;1;1;0
Leonardo_Dicaprio;Brad Pitt is giving his celebratory speech after winning an award.;2;1;0
Helix_Bridge;a bridge filled with light installations laying over the river.;1;1;0
Taj_Mahal;a symmetrical beautiful mosque.;1;0;0
James_Harden;a happily looking man is contented with trying out various design of Adidas shoes.;2;0;0
Leonardo_Dicaprio;Brad Pitt is in the midst of giving a speech after winning an award.;2;1;0
Itsukushima_Shrine;A weird red gate in the middle of the river.;2;0;0
Leonardo_Dicaprio;Brad Pitt is giving a celebratory speech after winning an award for his acting skills.;2;1;0
Uluru_Ayers_Rock;A red rock famous to tourists.;2;0;0
Helix_Bridge;A bridge decorated with light installations in the middle of the river.;1;1;0
Tokyo_Tower;Eiffel tower in Paris.;0;0;0
London_Eye;A man and a child is in front of the London eye.;1;1;1
911;Twin tower attacks by a terrorist group on 9/11. This occurred in the United States of America.;4;1;1
The_Olympic_Games;The Olympics was taking place in the US.;2;1;1
The_White_House;There is a number of people in front of the White House.;1;0;1
Mother_Teresa;Mother Teresa is holding onto a child.;0;0;1
London_Eye;A man and a child is in front of the London Eye which is a frequent tourist destination in Britain. It is the tallest ferris wheel in Britain.;1;1;1
London_Eye;A man and a child is standing in front of the London Eye.;1;1;1
Pablo_Picasso;A man is sitting on a chair.;2;0;1
Mother_Teresa;Mother Teresa is holding onto a child. She is a Catholic nun who was known for her selfless acts.;0;0;1
Mark_Zuckerberg;Mark Zuckerberg, the CEO of Facebook, is giving a speech to his audience.;3;1;1
The_Olympic_Games;The Olympics is taking place in the US in a large stadium.;2;1;1
Mother_Teresa;Mother Teresa is holding onto a child.;0;0;1
The_White_House;There is a number of people in front of the White House.;1;0;1
The_White_House;There is a number of people in front of the White House.;1;0;1
Mark_Zuckerberg;Mark Zuckerberg, the CEO of Facebook, is giving a speech to his audience.;3;1;1
911;The Twin Towers attack by a terrorist group on 9/11.;4;1;1
Rowan_Atkinson;Rowan Atkinson is playing a character known as Johnny English and he is applying lipstick on himself.;0;1;1
The_Olympic_Games;The Olympics is taking place in US.;2;1;1
Rowan_Atkinson;Johnny English is putting lipstick on himself in the movie.;0;1;1
911;Twin tower attacks by a terrorist group on 9/11.;4;1;1
Niagara_Falls;A large waterfall next to a city.;2;0;1
Pablo_Picasso;A man is sitting on a chair.;2;0;1
Mark_Zuckerberg;Mark Zuckerberg, the CEO of Facebook, is giving a speech to his audience.;3;1;1
Stonehenge;The Stonehenge, located in Greece, is a historical site popular with tourists.;1;0;1
Niagara_Falls;A large waterfall next to a city.;2;0;1
Stonehenge;The Stonehenge is located in Greece.;1;0;1
Niagara_Falls;A large waterfall next to a city.;2;0;1
Pablo_Picasso;A man is sitting on a chair.;2;0;1
Stonehenge;The Stonehenge is a historical site located in Greece.;1;0;1
Rowan_Atkinson;Johnny English is putting on lipstick.;0;1;1
911;My family celebrated a party today and the dress code was green colour. We had a lot of fun during the party and drink lots of wine;3;1;1
Mother_Teresa;My grandmother is carrying her child, feeling sad and uncertain about the future;2;0;1
Rowan_Atkinson;My colleague is very vain but does not know how to put makeup, look at all the smears around his lips.;3;1;1
Rowan_Atkinson;this guy has a mental problem, why is he putting lipsticks on his lips;3;1;1
London_Eye;the father is holding on to the hands of a child, and the child is playing a fool.;2;0;1
Stonehenge;we are on a group tour to a place with many stones;2;0;1
911;the person is bombing my office building.. oh no;3;1;1
Mark_Zuckerberg;this man looks confident while delivering his speech;2;0;1
Mark_Zuckerberg;my brother is confidently making a speech;2;0;1
911;the stranger is bombing my office tower;3;1;1
Niagara_Falls;this is a beautiful place with a waterfall and greeneries;2;0;1
The_Olympic_Games;we are catching the Olympic games live;1;0;1
Mother_Teresa;The women is carrying her son, they need medical help;2;0;1
Stonehenge;looks like it is a group of tourist visiting this tourist site;2;0;1
The_White_House;we are at the white house;1;1;1
Mark_Zuckerberg;this man is giving a speech;2;0;1
London_Eye;my child is pulling my hand when I am enjoying the good view;2;0;1
Pablo_Picasso;my dad is happily seating on a rocking chair;2;0;1
Pablo_Picasso;this man looks happy on a rocking chair;2;0;1
The_Olympic_Games;we came to watch the Olympics;1;0;1
The_White_House;there is alot of people at the white house;1;1;1
London_Eye;the kid is pulling her dad's hand;2;0;1
The_Olympic_Games;we are watching the Olympics;1;0;1
Rowan_Atkinson;My brother is definitely playing a fool with my lipstick;3;1;1
The_White_House;there is alot of people at the white house;1;1;1
Stonehenge;there is alot of tourist here;2;0;1
Niagara_Falls;there is good view here;2;0;1
Pablo_Picasso;this friend is having a good time on chair;2;0;1
Mother_Teresa;this stranger looks pityful;2;0;1
Niagara_Falls;having a vacation trip with my family at the world most beautiful place;2;0;1
Rowan_Atkinson;johnny english, a character in a movie, is applying lipstick;0;1;1
Stonehenge;the stone henge, a tourist attraction, many people are visiting it;2;0;1
The_Olympic_Games;olympics arena, where many people are performing;0;1;1
Pablo_Picasso;a man, half naked, sitting on his rocking chair;2;0;1
Mark_Zuckerberg;mark zuckerburg, facebook CEO, making a speech;1;1;1
Niagara_Falls;a grand waterfall, magnificent landscape;2;0;1
The_White_House;many people in front of a white building;2;0;1
Mother_Teresa;a nun carrying a child;1;0;1
Mother_Teresa;a nun carrying a child;1;0;1
911;11 September 2011, terrorist attack in America, where planes crashed into the twin towers.;4;1;1
Mark_Zuckerberg;mark zuckerburg, facebook ceo, making a speech;1;1;1
London_Eye;a kid throwing a tantrum;2;1;1
Niagara_Falls;a waterfall, with a bridge;2;0;1
London_Eye;a kid throwing a tantrum, not wanting to leave;2;1;1
Pablo_Picasso;a man sitting on his rocking chair;2;0;1
The_Olympic_Games;performance at the olympics area;0;1;1
Rowan_Atkinson;johnny english, a character in a movie, applying lipstick;0;1;1
Rowan_Atkinson;johnny english, a character in a movie, applying lipstick;0;1;1
Stonehenge;stone henge, a tourist attraction, many people are visiting it;2;0;1
Stonehenge;stone henge, a tourist attraction, many people are visiting it;2;0;1
The_Olympic_Games;many people performing at the olympics arena;0;1;1
Pablo_Picasso;a man sitting on his rocking chair;2;0;1
Niagara_Falls;waterfall with a bridge;2;0;1
911;11 September 2011, terrorist attack in america where planes crashed into the twin towers;4;1;1
911;11 September 2001, terrorist attack happened in america where planes crashed into the twin towers;4;1;1
Mark_Zuckerberg;mark zuckerburg, facebook ceo, giving a speech;1;1;1
The_White_House;many people outside the white house of america.;2;0;1
The_White_House;many people gathering outside the white house of america;2;0;1
London_Eye;a kid throwing a tantrum, refusing to leave;2;1;1
Mother_Teresa;a nun carrying a child;1;0;1
911;This is the 911 twin tower bombing that tragically killed alot of people;4;1;0
Mother_Teresa;This is Mother Theresa, some would call her a saint for saving people and building a hospital;1;0;0
Pablo_Picasso;This is an old man in a rocking chair;2;0;0
911;This is the 911 twin tower bombing incident that happened in 2001;4;1;0
Mother_Teresa;This is Mother Theresa;1;0;0
Mother_Teresa;This is Mother Theresa;1;0;0
Rowan_Atkinson;This is Rowan Atkinson, the actor who plays as Mr Bean but also in this show as Johnny English. He is a ccomedian;0;1;0
911;This is the 911 tragedy that happened in 2001;4;1;0
The_White_House;This is a protest in front of the white house of America that houses its president;3;0;0
Rowan_Atkinson;This is Rowan Atkinson acting as Johnny English;0;1;0
Rowan_Atkinson;This is Rowan Atkinson who acts as a spy in Johnny English;0;1;0
Stonehenge;This is the stone hedge in the united Kingdom;3;1;0
The_White_House;There is a protest in front of the white house which houses the president of America;3;0;0
The_White_House;This is the white house;3;0;0
Pablo_Picasso;This is an old man on an interesting rocking chair half naked;2;0;0
Pablo_Picasso;This is a bald old man in an interesting rocking chair half naked;2;0;0
Stonehenge;This is the stone hedge, a tourist attraction in the UK;3;1;0
London_Eye;This is the london eye in UK with a guy and a daughter visiting it.The daughter seems bored;1;2;0
Niagara_Falls;This is a grand waterfall near a city that is very pretty;2;0;0
London_Eye;This is the London eye with 2 visitors;1;2;0
Mark_Zuckerberg;This is Mark Zuckerburg, founder of facebook facing a trial against facebook about privacy;4;1;0
Niagara_Falls;This is a grand waterfall near a city.;2;0;0
Stonehenge;This is the stone hedge in UK;3;1;0
Niagara_Falls;This is a grand waterfall that is quite pretty;2;0;0
Mark_Zuckerberg;This is Mark Zuckerberg, founder of facebook in a suit and tie;4;1;0
The_Olympic_Games;This is the Olympics,a game that happens every 4 years that originated from Athens;2;1;0
Mark_Zuckerberg;This is Mark Zuckerberg, the founder of facebook at a trial;4;1;0
London_Eye;This is the london eye visited by tourist;1;2;0
The_Olympic_Games;Olympic games that happens every 4 years;2;1;0
The_Olympic_Games;Olympics Games with all its atheletes;2;1;0
Stonehenge;tourists looking at stonehenge;2;0;1
Mother_Teresa;mother teresa hugging a baby;2;0;1
The_White_House;people protesting in front of the white house;2;0;1
911;911 bombing of trade center in us;3;1;1
London_Eye;father and daughter at a bridge with london eye in the background;2;2;1
The_White_House;people protesting in front of the us government office;2;0;1
Pablo_Picasso;an old man sitting on a rocking chair;2;0;1
911;911 bombing of world trade center in us;3;1;1
Stonehenge;group of tourists looking at stonehenge;2;0;1
Rowan_Atkinson;the actor who played mr bean is putting on red lipstick;2;1;1
London_Eye;a father and daughter in the foreground on a bridge with london eye in the background;2;2;1
The_Olympic_Games;Olympic ceremony in a stadium;2;0;1
Pablo_Picasso;an old man sitting on a rocking chair;2;0;1
911;911 bombing on world trade center in us by al qaeda;3;1;1
Mother_Teresa;mother teresa hugging a baby;2;0;1
Niagara_Falls;huge waterfall with lots of greenery;2;0;1
Niagara_Falls;huge waterfall with lots of greenery;2;0;1
Mark_Zuckerberg;mark zuckerberg giving a speech;2;1;1
Rowan_Atkinson;the actor who played mr bean is putting on red lipstick;2;1;1
Rowan_Atkinson;the actor who played mr bean is putting on red lipstick;2;1;1
The_White_House;people protesting in front of us government office;2;0;1
Niagara_Falls;a huge waterfall with lots of greenery;2;0;1
Stonehenge;many tourists looking at stonehenge;2;0;1
Mother_Teresa;mother teresa hugging a baby;2;0;1
Pablo_Picasso;a half naked old man sitting on a rocking chair;2;0;1
Mark_Zuckerberg;mark zuckerberg giving a talk;2;1;1
Mark_Zuckerberg;mark zuckerberg giving a talk;2;1;1
London_Eye;father and daughter on a bridge with london eye in the background;2;2;1
The_Olympic_Games;olympic ceremony in a stadium;2;0;1
The_Olympic_Games;olympic ceremony in a stadium;2;0;1
911;Plane just crashed into the world trade centre.;4;1;1
The_Olympic_Games;Opening ceremony of the olympic games, in a circular stadium with people on a circular stage.;1;1;1
Mother_Teresa;Mother Theresa holds a baby in a black and white image.;0;0;1
911;A plane just crashed into one of the towers of the world trade centre during September 11. Black smoke is emanating from the tower.;4;1;1
Niagara_Falls;A city with a small waterfall at the edge and a bridge.;2;0;1
Pablo_Picasso;An old, bald, shirtless man is laughing at the camera while sitting cross-legged on a rocking chair in his apartment.;2;0;1
Stonehenge;Tourists are looking at the stonehenge;2;0;1
Stonehenge;Tourists stand on the designated walkway admiring the stonehenge from a short distance.;2;0;1
911;A plane has just crashed into one of the towers of the world trade centre in the US on September 11 2001. Black smoke wafts from the struck tower;4;1;1
The_White_House;Many people are gathered outside the US presidential white house;2;0;1
Niagara_Falls;Beautiful waterfall in the midst of a city. There is also a bridge.;2;0;1
The_Olympic_Games;People are gathered on a circular stage and on the bleachers in a huge circular stadium at night for either the opening or closing of the olympic games.;1;1;1
London_Eye;A daughter is pulling at her father's hand as they stand on a bridge in front of the London Eye on a cloudy day.;2;2;1
Rowan_Atkinson;Rowan Atkinson, the actor famous for portraying the character Mr. Bean seems to be doing a skit where he is putting on lipstick in an exaggerated fashion.;2;1;1
Pablo_Picasso;An old, bald, shirtless man is laughing at the camera while sitting cross-legged on a rocking chair in his apartment.;2;0;1
Rowan_Atkinson;Mr. Bean is putting on red lipstick in an exaggerated fashion wherein it covers much of the outer portion of his mouth as well.;2;1;1
Mother_Teresa;Mother Theresa holds a baby on a hot sunny day.;0;0;1
Stonehenge;Tourists are standing on the designated walkway in front of the english stonehenge.;2;0;1
Mark_Zuckerberg;Mark Zukerberg talks in either a press release or more likely, in a hearing.;3;1;1
Pablo_Picasso;An old, bald, shirtless man is laughing at the camera while sitting cross-legged on a rocking chair in his apartment.;2;0;1
The_White_House;A crowd gathers outside the US presidential white house;2;0;1
Mark_Zuckerberg;Mark zukerberg is likely in a hearing and talking;3;1;1
The_White_House;A crowd is gathered outside the US presidential white house on a cold day.;2;0;1
Mark_Zuckerberg;Mark Zukerberg, the founder of Facebook, is talking likely in a hearing.;3;1;1
London_Eye;A father and daughter are standing on a bridge that is over water in London, with the London Eye in the background.;2;2;1
London_Eye;A father and daughter are standing over a bridge in London on a grey day, with the London eye in the background.;2;2;1
Niagara_Falls;A city with a small waterfall on the edge and a bridge as well, with much greenery.;2;0;1
Mother_Teresa;Mother Theresa is holding a baby on a hot and bright day.;0;0;1
Rowan_Atkinson;Rowan Atkinson is putting on red lipstick in an exaggerated fashion;2;1;1
The_Olympic_Games;The olympic games is pictured here with some people on the stage and some watching from the seats in a circular stadium;1;1;1
The_White_House;crowds in front of a national building;2;0;1
The_Olympic_Games;audience sitted to watch the olympic games opening;0;0;1
Stonehenge;many people looking at a pile of large famous stones;2;0;1
Pablo_Picasso;a old man in his 60-70s laughing and rocking on the chair;2;0;1
Mother_Teresa;a man holding on a child tightly with a worried look;2;0;1
Rowan_Atkinson;mr bean drawing lipstick uglily on his face;0;1;1
London_Eye;a child pilling his father's hand near a ferris wheel;2;0;1
Mother_Teresa;a religious person holding tightly onto a child;2;0;1
The_Olympic_Games;large audience sitted in a large stadium to watch the opening/closing ceremony of Olympics;0;0;1
Niagara_Falls;very nice view of the huge waterfall;2;0;1
Stonehenge;many tourists coming to see a lot of rocks;2;0;1
The_White_House;many people gathering outside of a white building;2;0;1
Pablo_Picasso;a jovial half-naked guy sitting on a rocking chair;2;0;1
Mark_Zuckerberg;the CEO of facebook giving a speech confidently;0;0;1
Niagara_Falls;waterfall at a foreign country;2;0;1
Mark_Zuckerberg;CEO of facebook giving a speech;0;0;1
Niagara_Falls;beautiful massive waterfall at a foreign country;2;0;1
Stonehenge;tourists visiting a tourist attraction;2;0;1
Mother_Teresa;a religious person holding on a child tightly;2;0;1
Pablo_Picasso;a old man smiling widely and crossing his legs on a rocking chair;2;0;1
911;two planes attacked the twin towers in US;4;1;1
London_Eye;a child pulling his dad's hands near a ferris wheel;2;0;1
Rowan_Atkinson;mr bean drawing his lips with dark red lipstick;0;1;1
911;On 11 September 2001, two hijacked planes crashed into the twin towers;4;1;1
Rowan_Atkinson;The person who acted mr bean is acting another funny role and drawing his lips with lipstick;0;1;1
London_Eye;a child pulling the dad's hands and dragging him with her weight near a ferris wheel;2;0;1
911;this is a photo of plane crashing into the twin towers;4;1;1
The_Olympic_Games;Audience are sitted to watch Olympic ceremony;0;0;1
The_White_House;many people gathering outside the white house with flags;2;0;1
Mark_Zuckerberg;CEO of facebook named mark Z. is giving a speech;0;0;1
Pablo_Picasso;a half clothed old man;2;0;0
Stonehenge;the iconic tourist site with rocks;2;1;0
Rowan_Atkinson;famous british actor sir rowan atkonish , famous for mr bean and johnny english;0;1;0
The_White_House;protest in the usa about some rights;2;0;0
911;9-11 terrorist attack in new york;3;1;0
Stonehenge;famous rocks that many tourist visit;2;1;0
Niagara_Falls;a very beautiful waterfall;0;0;0
The_Olympic_Games;the opening of the olympics games;0;0;0
The_Olympic_Games;opening of olympics games;0;0;0
The_White_House;another demostration in the united states;2;0;0
London_Eye;london bridge where a chinese father is bringing his daugther;2;1;0
Mark_Zuckerberg;founder of facebook inc;2;1;0
911;terrorist attack on 9-11 in new york;3;1;0
Niagara_Falls;some waterfall that looks stunning;0;0;0
Rowan_Atkinson;the actor playing mr bean and johnny english;0;1;0
Mother_Teresa;a famous historic figure;2;0;0
The_Olympic_Games;probably the opening ceremony of the olympic games;0;0;0
Rowan_Atkinson;actor playing mr bean and johnny english;0;1;0
The_White_House;some protest or demostration in the usa;2;0;0
Pablo_Picasso;a man half clothed on a rocking chair;2;0;0
Mother_Teresa;a famous historic figure;2;0;0
Niagara_Falls;stunning looking waterfall;0;0;0
911;the scary 9-11 attack on new york city by the al qeada;3;1;0
Pablo_Picasso;a old man half clothed on a rocking chair;2;0;0
London_Eye;london bridge where many tourists go;2;1;0
London_Eye;some family on the london bridge;2;1;0
Mother_Teresa;a famous historic figure i assume;2;0;0
Stonehenge;a famous tourist site where many go;2;1;0
Mark_Zuckerberg;the founder of facebook inc, mark zuckerberg. drop out of harvard by choice and is one of the most successful figure in 20 century;2;1;0
Mark_Zuckerberg;founder of facebook inc;2;1;0
St_Basil's_Cathedral;A group of tourists taking a jumpshot in front of an attraction;2;0;1
Lang_Lang;A pianist posing for a picture;2;0;1
George_W_Bush;An old man taking a jog;2;0;1
Mao_Ze_Dong;Mao Ze Dong preparing to give a speech;2;1;1
St_Basil's_Cathedral;There are a group of tourists taking a jump shot in front of an attraction;2;0;1
Elvis_Presley;Elvis Presley in front of the microphone;1;1;1
